ID;Half;Event;Player;Team;"Video time";"Football time";"X coordinate";"Y coordinate";Details
302;"1st half";recovery;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";794.1;793.633;0.7437;0.1327;"{""body_part"":""right-foot"",""outcome"":""success""}"
303;"1st half";take_on_against;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";794.633;794.166;0.2295;0.9501;"{""outcome"":""fail""}"
304;"1st half";take_on;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";794.633;794.166;0.7705;0.0499;"{""third"":""final"",""outcome"":""success""}"
305;"1st half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";798.066;797.6;0.9074;0.1281;"{""cross"":""cross"",""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
306;"1st half";block;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";798.8;798.333;0.0286;0.7364;"{""body_part"":""other"",""block_type"":""after_pass"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
307;"1st half";ball_out_of_play;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";799.866;799.4;0.0182;0.7295;
308;"1st half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";825.033;824.566;0.9863;0.0109;"{""cross"":""cross"",""third"":""final"",""length"":""long"",""restart"":""corner-kick"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
309;"1st half";punch;"1. Mate TCHELIDZE";"GEORGIA NATIONAL TEAM U17";827.366;826.9;0.0286;0.4836;"{""body_part"":""hand""}"
310;"1st half";recovery;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";832.433;831.966;0.1104;0.0925;"{""body_part"":""left-foot"",""outcome"":""success""}"
311;"1st half";pass;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";839.433;838.966;0.3887;0.348;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
312;"1st half";pass_received;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";840.9;840.433;0.4839;0.5617;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
313;"1st half";pass;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";842.6;842.133;0.4765;0.5456;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
314;"1st half";pass_received;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";844.066;843.6;0.3545;0.6973;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
315;"1st half";pass;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";844.1;843.633;0.3619;0.6927;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
316;"1st half";pass_received;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";845.633;845.166;0.5926;0.6215;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
317;"1st half";pass;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";845.666;845.2;0.594;0.5939;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
318;"1st half";pass_received;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";847.233;846.766;0.6089;0.9455;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
319;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";850.5;850.033;0.8604;0.9432;"{""cross"":""cross"",""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
320;"1st half";interception;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";851.466;851;0.0562;0.4199;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
321;"1st half";clearance;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";851.5;851.033;0.0577;0.4222;"{""body_part"":""left-foot"",""under_pressure"":""under_pressure""}"
322;"1st half";ball_out_of_play;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";852;851.533;0.0071;0.413;
323;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";877.266;876.8;0.9973;0.996;"{""cross"":""cross"",""third"":""final"",""length"":""medium"",""restart"":""corner-kick"",""key_pass"":""key_pass"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
324;"1st half";aerial_duel;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";878.666;878.2;0.0562;0.4199;"{""third"":""defensive"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
325;"1st half";aerial_duel;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";878.666;878.2;0.9438;0.5801;"{""third"":""final"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
326;"1st half";pass_received;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";878.9;878.433;0.9438;0.5778;"{""body_part"":""head"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
327;"1st half";shot;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";878.933;878.466;0.9438;0.5755;"{""body_part"":""head"",""inside_pa"":""inside_pa"",""on_target"":""on"",""shot_location"":""frame"",""restart"":""no"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
328;"1st half";recovery;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";880.733;880.266;0.9646;0.5015;"{""body_part"":""head"",""outcome"":""success""}"
329;"1st half";shot;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";880.766;880.3;0.969;0.5089;"{""body_part"":""head"",""inside_pa"":""inside_pa"",""on_target"":""on"",""shot_location"":""middle-centre"",""restart"":""no"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
330;"1st half";goal;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";881.2;880.733;0.969;0.5089;"{""goal_type"":""play"",""outcome"":""success""}"
331;"1st half";goal_conceded;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";881.2;880.733;0.969;0.5089;"{""goal_conceded_type"":""after-shot"",""after_shot_inside_pa"":""after_shot_inside_pa""}"
332;"1st half";pass;"9. Aston VISSE";"ESTONIA NATIONAL TEAM U17";934.466;934;0.4967;0.4934;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
333;"1st half";pass_received;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";935.766;935.3;0.3717;0.3831;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
334;"1st half";pass;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";941.133;940.666;0.3747;0.4773;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
335;"1st half";pass_received;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";943.1;942.633;0.4149;0.799;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
336;"1st half";pass;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";943.166;942.7;0.406;0.8059;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
337;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";944.933;944.466;0.3241;0.6887;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
338;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";946.333;945.866;0.3137;0.652;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
339;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";948.733;948.266;0.1307;0.6336;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
340;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";950.133;949.666;0.1381;0.6451;"{""third"":""defensive"",""length"":""medium"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
341;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";951.666;951.2;0.153;0.8863;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
342;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";953.133;952.666;0.1381;0.8909;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
343;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";954.966;954.5;0.0637;0.6795;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
344;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";956.3;955.833;0.0682;0.6152;"{""third"":""defensive"",""length"":""long"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
345;"1st half";aerial_duel;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";958.466;958;0.3955;0.1515;"{""third"":""middle"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
346;"1st half";aerial_duel;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";958.466;958;0.6045;0.8485;"{""third"":""middle"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
347;"1st half";pass_received;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";958.533;958.066;0.3881;0.1625;"{""body_part"":""head"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
348;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";958.566;958.1;0.3926;0.1694;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""head"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
349;"1st half";ball_out_of_play;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";960.9;960.433;0.4193;0.0362;
350;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";977.4;976.933;0.5628;0.9868;"{""third"":""middle"",""length"":""short"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
351;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";978.366;977.9;0.594;0.9202;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
352;"1st half";technical_error;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";979.8;979.333;0.603;0.9776;"{""body_part"":""right-foot"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
353;"1st half";ball_out_of_play;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";980.333;979.866;0.5926;0.9868;
354;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1022.3;1021.833;0.4714;0.0224;"{""third"":""middle"",""length"":""short"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
355;"1st half";pass_received;"9. Aston VISSE";"ESTONIA NATIONAL TEAM U17";1023.433;1022.966;0.5399;0.0224;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
356;"1st half";pass;"9. Aston VISSE";"ESTONIA NATIONAL TEAM U17";1024.833;1024.366;0.5295;0.0178;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
357;"1st half";pass_received;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1025.266;1024.8;0.467;0.0132;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
358;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1025.3;1024.833;0.458;0.0155;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
359;"1st half";recovery;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";1026.866;1026.4;0.6119;0.9087;"{""body_part"":""left-foot"",""outcome"":""success""}"
360;"1st half";pass;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";1027.8;1027.333;0.6149;0.9225;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
361;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";1029.733;1029.266;0.6833;0.9822;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
362;"1st half";take_on_against;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1030.2;1029.733;0.2542;0.0499;"{""outcome"":""success""}"
363;"1st half";take_on;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";1030.2;1029.733;0.7458;0.9501;"{""third"":""final"",""outcome"":""fail""}"
364;"1st half";tackle;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1030.433;1029.966;0.2318;0.0527;"{""body_part"":""right-foot"",""tackle_type"":""standing""}"
365;"1st half";foul;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1031.666;1031.2;0.2333;0.043;"{""foul_type"":""won"",""outcome"":""success""}"
366;"1st half";foul;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";1031.666;1031.2;0.7667;0.957;"{""foul_type"":""committed"",""outcome"":""fail""}"
367;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1042.3;1041.833;0.1976;0.0573;"{""third"":""defensive"",""length"":""medium"",""restart"":""free-kick"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
368;"1st half";pass_received;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";1043.366;1042.9;0.3196;0.1998;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
369;"1st half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";1044.666;1044.2;0.2943;0.2338;"{""third"":""defensive"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
370;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1046.2;1045.733;0.1679;0.6634;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
371;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1047.533;1047.066;0.1932;0.691;"{""third"":""defensive"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
372;"1st half";interception;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";1049.8;1049.333;0.4795;0.201;"{""body_part"":""head"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
373;"1st half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";1049.833;1049.366;0.4869;0.1734;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""head"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
374;"1st half";interception;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";1050.8;1050.333;0.4074;0.8105;"{""body_part"":""other"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
375;"1st half";pass;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";1052.966;1052.5;0.4312;0.8105;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""other"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
376;"1st half";clearance;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";1056.366;1055.9;0.1744;0.0838;"{""body_part"":""left-foot"",""under_pressure"":""under_pressure""}"
377;"1st half";block;"7. Thor ALUNURM";"ESTONIA NATIONAL TEAM U17";1056.433;1055.966;0.7393;0.9047;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
378;"1st half";ball_out_of_play;"7. Thor ALUNURM";"ESTONIA NATIONAL TEAM U17";1057.066;1056.6;0.7616;0.9737;
379;"1st half";pass;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";1084.2;1083.733;0.2384;0.0378;"{""third"":""defensive"",""length"":""medium"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
380;"1st half";recovery;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1087.033;1086.566;0.5577;0.9001;"{""body_part"":""right-foot"",""outcome"":""success""}"
381;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1087.066;1086.6;0.5548;0.9093;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
382;"1st half";pass_received;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";1089.133;1088.666;0.6619;0.3624;"{""body_part"":""head"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
383;"1st half";pass;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";1089.166;1088.7;0.6574;0.3647;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""head"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
384;"1st half";pass_received;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1092.9;1092.433;0.4789;0.2177;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
385;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1092.933;1092.466;0.4655;0.2338;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
386;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";1094.933;1094.466;0.3807;0.328;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
387;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";1101.866;1101.4;0.4387;0.3303;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
388;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1103.533;1103.066;0.3926;0.6657;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
389;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1105.266;1104.8;0.4342;0.6612;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
390;"1st half";ball_out_of_play;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1108.033;1107.566;0.5488;0.0293;
391;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";1121.8;1121.333;0.481;0.9845;"{""third"":""middle"",""length"":""short"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
392;"1st half";pass_received;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";1123.033;1122.566;0.5568;0.9524;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
393;"1st half";pass;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";1124.266;1123.8;0.536;0.9202;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
394;"1st half";ball_out_of_play;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";1125.233;1124.766;0.5375;0.9868;
395;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";1137;1136.533;0.5116;0.0086;"{""third"":""middle"",""length"":""short"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
396;"1st half";pass_received;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";1138.466;1138;0.6292;0.0316;"{""body_part"":""other"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
397;"1st half";tackle;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";1140.9;1140.433;0.3143;0.9937;"{""body_part"":""left-foot"",""tackle_type"":""standing"",""outcome"":""success""}"
398;"1st half";ball_out_of_play;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";1141.833;1141.366;0.6277;0.0201;
399;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";1150.2;1149.733;0.4155;0.9937;"{""third"":""middle"",""length"":""short"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
400;"1st half";pass_received;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";1151.5;1151.033;0.5182;0.8811;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
401;"1st half";pass;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";1154.033;1153.566;0.4527;0.9087;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
402;"1st half";pass_received;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";1155.066;1154.6;0.3857;0.9707;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
403;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";1155.1;1154.633;0.3798;0.9661;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
404;"1st half";pass_received;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";1157.233;1156.766;0.3054;0.6743;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
405;"1st half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";1157.266;1156.8;0.3098;0.6399;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
406;"1st half";pass_received;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";1159.433;1158.966;0.4393;0.3618;"{""body_part"":""head"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
407;"1st half";pass;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";1159.466;1159;0.4333;0.371;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""head"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
408;"1st half";recovery;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1162.466;1162;0.4402;0.4635;"{""body_part"":""right-foot"",""outcome"":""success""}"
409;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";1165.566;1165.1;0.4402;0.4153;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
410;"1st half";pass_received;"11. Tevan THOR EENSALU";"ESTONIA NATIONAL TEAM U17";1166.366;1165.9;0.5146;0.5555;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
411;"1st half";tackle;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";1166.966;1166.5;0.472;0.4422;"{""body_part"":""right-foot"",""tackle_type"":""standing"",""outcome"":""success""}"
412;"1st half";recovery;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";1168.166;1167.7;0.536;0.4744;"{""body_part"":""right-foot"",""outcome"":""success""}"
413;"1st half";tackle;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";1169.333;1168.866;0.5146;0.4544;"{""body_part"":""right-foot"",""tackle_type"":""standing"",""outcome"":""fail""}"
